# format=SNRtot_MF, evidence_inj-nofilter, occams, mass_in_solar, chi_inject]
1.884805693350768081e+02 1.775393183362995842e+04 7.146941109205260040e-04 7.085587151067419143e+01 5.218476022815748960e-01
1.405896300051665548e+02 9.872519863140099915e+03 1.937615145162314902e-04 1.026948975887714255e+02 7.748820592712031274e-01
1.279314305707261923e+02 8.175665889750954193e+03 2.773013150371640874e-03 7.226707517734999442e+01 3.979776044961674253e-01
9.591828488308364342e+01 4.593858167845316530e+03 5.399911060288418757e-05 7.765657815248660256e+01 9.210055777751503525e-01
1.276474361266809510e+01 7.982154703907588100e+01 5.451369036274696794e-02 6.655356209068926887e+01 3.851890601627565996e-02
2.023515731213931588e+02 2.046699193604313041e+04 2.306079664570230819e-03 6.618767567415557096e+01 2.819156822633634984e-01
5.710102258121570173e+01 1.619271475765245668e+03 5.939902166317260904e-04 5.287289621939935103e+01 6.933471512641367074e-01
1.429788629105815119e+02 1.018939176353116272e+04 2.858776443682103948e-05 3.283786573630508343e+01 8.961437132883215417e-01
5.540906687181775681e+01 1.528657825788576702e+03 4.774156660949113902e-03 4.772303358894073710e+01 8.944277161281062594e-02
2.283083348794615119e+02 2.605386297987531361e+04 1.905850962454736191e-05 7.050788946329303997e+01 8.601456455703435644e-01
2.382152602323316160e+01 2.737739662469558652e+02 4.265929737627851062e-03 3.358158620685373563e+01 7.369325074067402115e-01
2.341167775241490574e+02 2.739792122083460708e+04 5.082269233212629618e-05 6.619202922719605908e+01 7.608989707890247978e-01
1.510617543113389161e+02 1.140080325647798054e+04 9.529254812273679602e-05 8.131648187929627625e+01 8.241510171989755440e-01
4.324330644361104987e+02 9.349163649971180712e+04 2.890540626389682998e-04 1.175437301416239535e+02 5.327289804170369791e-01
2.415406592337260463e+02 2.916292247028409474e+04 2.604662982021472705e-04 1.128501005694157300e+02 6.069626978714668386e-01
8.531236117871492297e+01 3.633690203623528760e+03 5.415793151642207814e-03 1.188967714655779417e+02 6.025256570356045671e-01
3.352756938117941559e+02 5.619825617021403013e+04 8.576329331046312048e-04 7.483593230966546628e+01 2.344917112508200507e-01
5.977212899234005761e+01 1.780862392418262289e+03 8.544565148338733067e-04 3.580492453159262567e+01 4.437639669313767632e-01
1.950979007156137754e+02 1.902490193365858795e+04 6.352836541515786582e-04 4.670186732565865384e+01 3.146494946320676500e-01
2.984054260211444785e+02 4.451111339790192869e+04 1.492916587256209971e-04 1.113339768697249781e+02 6.536814145389441277e-01
2.087989535534508150e+02 2.179198902809293941e+04 1.013277428371767890e-03 5.713458404420866543e+01 4.675044949429415508e-01
7.299245715341690754e+01 2.659477946660373163e+03 1.091734959659487920e-02 9.208442697815848987e+01 4.002256583356588182e-01
4.674103001135510027e+01 1.083027346914066356e+03 1.079982212057683751e-04 5.855890112980887352e+01 9.433248437310972623e-01
1.523789220211021700e+02 1.160570446770697345e+04 6.352836541515786853e-05 7.249011401916587261e+01 8.260271217179833148e-01
1.435691252069826476e+02 1.029952005335874492e+04 1.238803125595578389e-04 6.827197550592258324e+01 8.383063230928621268e-01
1.850089156098037222e+02 1.710014387809146865e+04 2.541134616606314809e-05 3.446033316534430213e+01 8.473496181122166515e-01
4.791228297281054438e+01 1.143465100531527014e+03 3.097007813988946270e-03 1.038368529216432563e+02 6.923085843127340100e-01
1.065192675699845495e+02 5.665704950390333579e+03 5.558731973826313124e-04 1.041483093211069217e+02 5.257227488350940670e-01
8.720344719740336359e+01 3.794016850037519362e+03 3.744997141223556196e-03 4.220892611928749005e+01 3.868021195735456552e-01
3.994920930426832228e+02 7.978555472587612167e+04 4.764627406136839801e-05 1.023897701177267408e+02 7.489888629014307408e-01
1.124958493265410482e+02 6.324412571766984911e+03 3.548059208436566726e-03 1.092114221976271580e+02 1.109038335166420142e-01
1.251971814382114587e+02 7.834649909812883379e+03 2.159964424115367720e-03 7.094583089291805322e+01 8.444689979249697664e-02
9.119898657767315342e+01 4.156517603309075639e+03 4.653452766660313988e-03 1.143138367246799589e+02 2.659461005990199078e-01
1.957718385123265818e+02 1.915705598157070926e+04 1.683501683501683591e-04 7.037864287470250702e+01 6.839000785976183661e-01
5.797792124220141829e+01 1.669611969440357825e+03 1.334095673718315334e-04 6.778496069189583295e+01 9.287903543128286366e-01
1.238229607491952144e+01 7.623442753554104456e+01 7.254621688583952344e-02 4.809642618723752605e+01 1.567134905545670420e-01
2.805316438257215736e+02 3.933936118928530050e+04 2.604662982021472705e-04 4.968341651780571766e+01 5.166665056328395567e-01
2.574570886357250288e+02 3.312478087237282307e+04 9.529254812273680957e-06 3.347267989853448711e+01 8.815606801595284869e-01
1.641180432072278279e+02 1.346669102650042987e+04 2.067848294263388564e-03 3.216350302634176472e+01 1.917008035727099102e-01
6.394241566157084833e+01 2.034606526464447825e+03 4.319928848230735006e-04 3.567235217673957948e+01 7.673164467457753712e-01
2.042572236477804495e+02 2.084874673566204365e+04 1.143510577472841579e-04 9.775288013944593501e+01 7.331538077692366651e-01
2.224021137982277878e+02 2.472477855457156329e+04 3.732291468140524603e-03 8.940774658218720106e+01 2.481117386257853663e-01
2.077308773935454838e+02 2.156870644661759434e+04 2.906422717743472380e-03 1.147742872518590502e+02 8.862573608947117709e-02
8.617141161102713909e+01 3.705960960557314138e+03 3.700527285432945838e-03 3.173972660719695327e+01 1.030925759020569488e-01
1.701629963078761136e+02 1.446959960967398911e+04 1.982085000952925422e-03 1.082610089242826632e+02 5.630564861478053185e-02
2.585794298234100097e+02 3.342097896152400062e+04 4.288164665523156024e-04 5.950694459794340929e+01 2.919690068005681427e-01
1.625105007126208250e+02 1.319594267475650668e+04 2.788895241725430473e-03 5.518180615528618205e+01 3.749122571277637150e-01
8.664457225401649509e+01 3.745671867763266619e+03 3.335239184295788199e-04 9.050403202272353553e+01 8.409773197026608749e-01
2.165170207206487873e+02 2.343382948450353069e+04 9.973953370179785075e-04 6.974739739943422023e+01 5.793965593269525399e-02
3.487185903215868876e+01 6.011921308101575505e+02 2.611015818562988436e-02 8.299510452960356588e+01 5.523954636031923604e-01
1.740967147343660599e+02 1.515314930325388923e+04 1.200686106346483773e-03 6.209147725231256487e+01 6.881664572275285330e-02
1.696362933954090124e+02 1.438170461397501094e+04 2.175846515469156885e-03 4.568541144743785054e+01 9.247976992457057621e-02
2.911403224258297655e+02 4.237100030328114372e+04 1.302331491010736352e-04 4.051759056008799575e+01 4.776697263463352550e-01
4.475687016889778533e+02 1.001489670904623054e+05 9.846896639349469419e-05 1.110069262927296307e+02 5.846770073317368865e-01
7.953498746020478904e+01 3.160026035948316803e+03 1.060288418778984783e-02 6.142901052013762353e+01 1.093209655120393753e-01
3.076347251657739434e+01 4.724207942978911206e+02 3.388920653071596234e-02 7.271974303632578085e+01 7.240875036160637768e-01
2.763027107804368825e+02 3.816007488249800372e+04 4.574042309891366317e-04 7.199193568125970444e+01 2.766128578712975239e-01
1.400731848677814071e+02 9.805229644037808612e+03 2.506194015627977861e-03 8.967143705658358499e+01 2.679776242235814565e-01
2.715603199664723206e+02 3.686649174004414090e+04 1.124452067848294217e-03 8.153696304781257709e+01 2.365436583817783767e-01
3.159989192565624450e+01 4.920709673317390980e+02 3.440060987230798405e-03 4.652434590397545122e+01 7.839525212440123791e-01
4.691212614792954128e+02 1.100298295668398059e+05 4.859919954259577153e-04 1.199485739843739083e+02 1.784634766530420469e-01
